Barcode;yaaY;ybiJ;yfaQ;yibN;yijD
ESC_FC7751AA_AS;1;1;1;1;1
ESC_FC7753AA_AS;1;1;1;1;1
ESC_FC7754AA_AS;1;1;1;1;1
ESC_FC7755AA_AS;1;1;1;1;1
ESC_FC7756AA_AS;1;1;1;1;1
ESC_FC7757AA_AS;1;1;1;1;1
ESC_FC7758AA_AS;1;1;1;1;1
ESC_FC7759AA_AS;1;1;1;1;1
ESC_FC7768AA_AS;1;1;1;1;1
ESC_FC7769AA_AS;1;1;1;1;1
ESC_FC7853AA_AS;1;1;1;1;1
ESC_FC7854AA_AS;1;1;1;1;1
ESC_FC7855AA_AS;1;1;1;1;1
ESC_FC7856AA_AS;1;1;1;1;1
ESC_FC7857AA_AS;1;1;1;1;1
ESC_FC7859AA_AS;1;1;1;1;1
ESC_FC7860AA_AS;1;1;1;1;1
ESC_FC7861AA_AS;1;1;1;1;1
ESC_FC7862AA_AS;1;1;1;1;1
ESC_FC7900AA_AS;1;1;1;1;1
ESC_FC7902AA_AS;1;1;1;1;1
ESC_FC7904AA_AS;1;1;1;1;1
ESC_FC7905AA_AS;1;1;1;1;1
ESC_FC7916AA_AS;1;1;1;1;1
ESC_FC7917AA_AS;1;1;1;1;1
ESC_FC7918AA_AS;1;1;1;1;1
ESC_FC7919AA_AS;1;1;1;1;1
ESC_FC7920AA_AS;1;1;1;1;1
ESC_FC7921AA_AS;1;1;1;1;1
ESC_FC7922AA_AS;1;1;1;1;1
ESC_FC7923AA_AS;1;1;1;1;1
ESC_FC7924AA_AS;1;1;1;1;1
ESC_FC7925AA_AS;1;1;1;1;1
ESC_FC7926AA_AS;1;1;1;1;1
ESC_FC7927AA_AS;1;1;1;1;1
ESC_FC7928AA_AS;1;1;1;1;1
ESC_FC7929AA_AS;1;1;1;1;1
ESC_FC7930AA_AS;1;1;1;1;1
ESC_FC7931AA_AS;1;1;1;1;1
ESC_FC7932AA_AS;1;1;1;1;1
ESC_FC7933AA_AS;1;1;1;1;1
ESC_FC7934AA_AS;1;1;1;1;1
ESC_FC7935AA_AS;1;1;1;1;1
ESC_FC7936AA_AS;1;1;1;1;1
ESC_FC7937AA_AS;1;1;1;1;1
ESC_FC7938AA_AS;1;1;1;1;1
ESC_FC7939AA_AS;1;1;1;1;1
ESC_FC7940AA_AS;1;1;1;1;1
ESC_FC7941AA_AS;1;1;1;1;1
ESC_FC7942AA_AS;1;1;1;1;1
ESC_FC7943AA_AS;1;1;1;1;1
ESC_FC7944AA_AS;1;1;1;1;1
ESC_FC7945AA_AS;1;1;1;1;1
ESC_FC7946AA_AS;1;1;1;1;1
ESC_FC7947AA_AS;1;1;1;1;1
ESC_FC7948AA_AS;1;1;1;1;1
ESC_FC7949AA_AS;1;1;1;1;1
ESC_FC7950AA_AS;1;1;1;1;1
ESC_FC7951AA_AS;1;1;1;1;1
ESC_FC7952AA_AS;1;1;1;1;1
ESC_FC7953AA_AS;1;1;1;1;1
ESC_FC7954AA_AS;1;1;1;1;1
ESC_FC7955AA_AS;1;1;1;1;1
ESC_FC7956AA_AS;1;1;1;1;1
ESC_FC7957AA_AS;1;1;1;1;1
ESC_FC7958AA_AS;1;1;1;1;1
ESC_FC7959AA_AS;1;1;1;1;1
ESC_FC7960AA_AS;1;1;1;1;1
ESC_FC7961AA_AS;1;1;1;1;1
ESC_FC7962AA_AS;1;1;1;1;1
ESC_FC7963AA_AS;1;1;1;1;1
ESC_FC7964AA_AS;1;1;1;1;1
ESC_FC7965AA_AS;1;1;1;1;1
ESC_FC7966AA_AS;1;1;1;1;1
ESC_FC7967AA_AS;1;1;1;1;1
ESC_FC7968AA_AS;1;1;1;1;1
ESC_FC7969AA_AS;1;1;1;1;1
ESC_FC7970AA_AS;1;1;1;1;1
ESC_FC7971AA_AS;1;1;1;1;1
ESC_FC7972AA_AS;1;1;1;1;1
ESC_FC7973AA_AS;1;1;1;1;1
ESC_FC7974AA_AS;1;1;1;1;1
ESC_FC7975AA_AS;1;1;1;1;1
ESC_FC7976AA_AS;1;1;1;1;1
ESC_FC7977AA_AS;1;1;1;1;1
ESC_FC7978AA_AS;1;1;1;1;1
ESC_FC7979AA_AS;1;1;1;1;1
ESC_FC7980AA_AS;1;1;1;1;1
ESC_FC7981AA_AS;1;1;1;1;1
ESC_FC7982AA_AS;1;1;1;1;1
ESC_FC7983AA_AS;1;1;1;1;1
ESC_FC7984AA_AS;1;1;1;1;1
ESC_FC7985AA_AS;1;1;1;1;1
ESC_FC7986AA_AS;1;1;1;1;1
ESC_FC7987AA_AS;1;1;1;1;1
ESC_FC7988AA_AS;1;1;1;1;1
ESC_FC7989AA_AS;1;1;1;1;1
ESC_FC7990AA_AS;1;1;1;1;1
ESC_FC7991AA_AS;1;1;1;1;1
ESC_FC7992AA_AS;1;1;1;1;1
ESC_FC7993AA_AS;1;1;1;1;1
ESC_FC7994AA_AS;1;1;1;1;1
ESC_FC7995AA_AS;1;1;.;1;1
ESC_FC7996AA_AS;1;1;1;1;1
ESC_FC7997AA_AS;1;1;1;1;1
ESC_FC7998AA_AS;1;1;1;1;1
ESC_FC7999AA_AS;1;1;1;1;1
ESC_FC8000AA_AS;1;1;1;1;1
ESC_FC8001AA_AS;1;1;1;1;1
ESC_FC8002AA_AS;1;1;1;1;1
ESC_FC8003AA_AS;1;1;1;1;1
ESC_FC8004AA_AS;1;1;1;1;1
ESC_FC8005AA_AS;1;1;1;1;1
ESC_FC8006AA_AS;1;1;1;1;1
ESC_FC8007AA_AS;1;1;1;1;1
ESC_FC8008AA_AS;1;1;1;1;1
ESC_FC8009AA_AS;1;1;1;1;1
ESC_FC8010AA_AS;1;1;1;1;1
ESC_FC8011AA_AS;1;1;1;1;1
ESC_FC8012AA_AS;1;1;1;1;1
ESC_FC8013AA_AS;1;1;1;1;1
ESC_FC8014AA_AS;1;1;1;1;1
ESC_FC8015AA_AS;1;1;1;1;1
ESC_FC8016AA_AS;1;1;1;1;1
ESC_FC8017AA_AS;1;1;1;1;1
ESC_FC8018AA_AS;1;1;1;1;1
ESC_FC8019AA_AS;1;1;1;1;1
ESC_FC8020AA_AS;1;1;1;1;1
ESC_FC8021AA_AS;1;1;1;1;1
ESC_FC8022AA_AS;1;1;1;1;1
ESC_FC8023AA_AS;1;1;1;1;1
ESC_FC8024AA_AS;1;1;1;1;1
ESC_FC8025AA_AS;1;1;1;1;1
ESC_FC8026AA_AS;1;1;1;1;1
ESC_FC8027AA_AS;1;1;1;1;1
ESC_FC8028AA_AS;1;1;1;1;1
ESC_FC8029AA_AS;1;1;1;1;1
ESC_FC8030AA_AS;1;1;1;1;1
ESC_FC8031AA_AS;1;1;1;1;1
ESC_FC8032AA_AS;1;1;1;1;1
ESC_FC8033AA_AS;1;1;1;1;1
ESC_FC8034AA_AS;1;1;1;1;1
ESC_FC8035AA_AS;1;1;1;1;1
ESC_FC8036AA_AS;1;1;1;1;1
ESC_FC8037AA_AS;1;1;1;1;1
ESC_FC8038AA_AS;1;1;1;1;1
ESC_FC8039AA_AS;1;1;1;1;1
ESC_FC8040AA_AS;1;1;1;1;1
ESC_FC8041AA_AS;1;1;1;1;1
ESC_FC8042AA_AS;1;1;1;1;1
ESC_FC8043AA_AS;1;1;1;1;1
ESC_FC8044AA_AS;1;1;1;1;1
ESC_FC8045AA_AS;1;1;1;1;1
ESC_FC8046AA_AS;1;1;1;1;1
ESC_FC8047AA_AS;1;1;1;1;1
ESC_FC8048AA_AS;1;1;1;1;1
ESC_FC8049AA_AS;1;1;1;1;1
ESC_FC8050AA_AS;1;1;1;1;1
ESC_FC8051AA_AS;1;1;1;1;1
ESC_FC8052AA_AS;1;1;1;1;1
ESC_FC8053AA_AS;1;1;1;1;1
ESC_FC8054AA_AS;1;1;1;1;1
ESC_FC8055AA_AS;1;1;1;1;1
ESC_FC8056AA_AS;1;1;1;1;1
ESC_FC8057AA_AS;1;1;1;1;1
ESC_FC8058AA_AS;1;1;1;1;1
ESC_FC8059AA_AS;1;1;1;1;1
ESC_FC8060AA_AS;1;1;1;1;1
ESC_FC8061AA_AS;1;1;1;1;1
ESC_FC8062AA_AS;1;1;1;1;1
ESC_FC8063AA_AS;1;1;1;1;1
ESC_FC8064AA_AS;1;1;1;1;1
ESC_FC8065AA_AS;1;1;1;1;1
ESC_FC8066AA_AS;1;1;1;1;1
ESC_FC8067AA_AS;1;1;1;1;1
ESC_FC8068AA_AS;1;1;1;1;1
ESC_FC8069AA_AS;1;1;1;1;1
ESC_FC8070AA_AS;1;1;1;1;1
ESC_FC8071AA_AS;1;1;1;1;1
ESC_FC8072AA_AS;1;1;1;1;1
ESC_FC8073AA_AS;1;1;1;1;1
ESC_FC8074AA_AS;1;1;1;1;1
ESC_FC8075AA_AS;1;1;1;1;1
ESC_FC8076AA_AS;1;1;1;1;1
ESC_FC8077AA_AS;1;1;1;1;1
ESC_FC8078AA_AS;1;1;1;1;1
ESC_FC8079AA_AS;1;1;1;1;1
ESC_FC8080AA_AS;1;1;1;1;1
ESC_FC8081AA_AS;1;1;1;1;1
ESC_FC8082AA_AS;1;1;1;1;1
ESC_FC8083AA_AS;1;1;1;1;1
ESC_FC8084AA_AS;1;1;1;1;1
ESC_FC8085AA_AS;1;1;1;1;1
ESC_FC8086AA_AS;1;1;1;1;1
ESC_FC8087AA_AS;1;1;1;1;1
ESC_FC8088AA_AS;1;1;1;1;1
ESC_FC8089AA_AS;1;1;1;1;1
ESC_FC8090AA_AS;1;1;1;1;1
ESC_FC8091AA_AS;1;1;1;1;1
ESC_FC8092AA_AS;1;1;1;1;1
ESC_FC8093AA_AS;1;1;1;1;1
ESC_FC8094AA_AS;1;1;1;1;1
ESC_FC8095AA_AS;1;1;1;1;1
ESC_FC8096AA_AS;1;1;1;1;1
ESC_FC8097AA_AS;1;1;1;1;1
ESC_FC8098AA_AS;1;1;1;1;1
ESC_FC8099AA_AS;1;1;1;1;1
ESC_FC8100AA_AS;1;1;1;1;1
ESC_FC8101AA_AS;1;1;1;1;1
ESC_FC8102AA_AS;1;1;1;1;1
ESC_FC8103AA_AS;1;1;1;1;1
ESC_FC8104AA_AS;1;1;1;1;1
ESC_FC8105AA_AS;1;1;1;1;1
ESC_FC8106AA_AS;1;1;1;1;1
ESC_FC8107AA_AS;1;1;1;1;1
ESC_FC8108AA_AS;1;1;1;1;1
ESC_FC8109AA_AS;1;1;1;1;1
ESC_FC8110AA_AS;1;1;1;1;1
ESC_FC8111AA_AS;1;1;1;1;1
ESC_FC8112AA_AS;1;1;1;1;1
ESC_FC8113AA_AS;1;1;1;1;1
ESC_FC8114AA_AS;1;1;1;1;1
ESC_FC8115AA_AS;1;1;1;1;1
ESC_FC8116AA_AS;1;1;1;1;1
ESC_FC8117AA_AS;1;1;1;1;1
ESC_FC8118AA_AS;1;1;1;1;1
ESC_FC8119AA_AS;1;1;1;1;1
ESC_FC8120AA_AS;1;1;1;1;1
ESC_FC8121AA_AS;1;1;1;1;1
ESC_FC8122AA_AS;1;1;1;1;1
ESC_FC8123AA_AS;1;1;1;1;1
ESC_FC8124AA_AS;1;1;1;1;1
ESC_FC8125AA_AS;1;1;1;1;1
ESC_FC8126AA_AS;1;1;1;1;1
ESC_FC8127AA_AS;1;1;1;1;1
ESC_FC8128AA_AS;1;1;1;1;1
ESC_FC8129AA_AS;1;1;1;1;1
ESC_FC8130AA_AS;1;1;1;1;1
ESC_FC8131AA_AS;1;1;1;1;1
ESC_FC8132AA_AS;1;1;1;1;1
ESC_FC8133AA_AS;1;1;1;1;1
ESC_FC8134AA_AS;1;1;1;1;1
ESC_FC8135AA_AS;1;1;1;1;1
ESC_FC8136AA_AS;1;1;1;1;1
ESC_FC8137AA_AS;1;1;1;1;1
ESC_FC8138AA_AS;1;1;1;1;1
ESC_FC8139AA_AS;1;1;1;1;1
ESC_FC8140AA_AS;1;1;1;1;1
ESC_FC8141AA_AS;1;1;1;1;1
ESC_FC8142AA_AS;1;1;1;1;1
ESC_FC8143AA_AS;1;1;1;1;1
ESC_FC8144AA_AS;1;1;1;1;1
ESC_FC8145AA_AS;1;1;1;1;1
ESC_FC8147AA_AS;1;1;1;1;1
ESC_FC8148AA_AS;1;1;1;1;1
ESC_FC8149AA_AS;1;1;1;1;1
ESC_FC8150AA_AS;1;1;1;1;1
ESC_FC8151AA_AS;1;1;1;1;1
ESC_FC8152AA_AS;1;1;1;1;1
ESC_FC8153AA_AS;1;1;1;1;1
ESC_FC8154AA_AS;1;1;1;1;1
ESC_FC8155AA_AS;1;1;1;1;1
ESC_FC8156AA_AS;1;1;1;1;1
ESC_FC8157AA_AS;1;1;1;1;1
ESC_FC8158AA_AS;1;1;1;1;1
ESC_FC8159AA_AS;1;1;1;1;1
ESC_FC8160AA_AS;1;1;1;1;1
ESC_FC8161AA_AS;1;1;1;1;1
ESC_FC8162AA_AS;1;1;1;1;1
ESC_FC8163AA_AS;1;1;1;1;1
ESC_FC8164AA_AS;1;1;.;1;1
ESC_FC8165AA_AS;1;1;1;1;1
ESC_FC8166AA_AS;1;1;1;1;1
ESC_FC8167AA_AS;1;1;1;1;1
ESC_FC8168AA_AS;1;1;1;1;1
ESC_FC8169AA_AS;1;1;1;1;1
ESC_FC8170AA_AS;1;1;1;1;1
ESC_FC8171AA_AS;1;1;1;1;1
ESC_FC8172AA_AS;1;1;1;1;1
ESC_FC8173AA_AS;1;1;1;1;1
ESC_FC8174AA_AS;1;1;1;1;1
ESC_FC8175AA_AS;1;1;1;1;1
ESC_FC8176AA_AS;1;1;1;1;1
ESC_FC8177AA_AS;1;1;1;1;1
ESC_FC8178AA_AS;1;1;1;1;1
ESC_FC8179AA_AS;1;1;1;1;1
ESC_FC8180AA_AS;1;1;1;1;1
ESC_FC8181AA_AS;1;1;1;1;1
ESC_FC8182AA_AS;1;1;1;1;1
ESC_FC8183AA_AS;1;1;1;1;1
ESC_FC8184AA_AS;1;1;1;1;1
ESC_FC8185AA_AS;1;1;1;1;1
ESC_FC8186AA_AS;1;1;1;1;1
ESC_FC8187AA_AS;1;1;1;1;1
ESC_FC8188AA_AS;1;1;1;1;1
ESC_FC8189AA_AS;1;1;1;1;1
ESC_FC8190AA_AS;1;1;1;1;1
ESC_FC8191AA_AS;1;1;1;1;1
ESC_FC8192AA_AS;1;1;1;1;1
ESC_FC8193AA_AS;1;1;1;1;1
ESC_FC8194AA_AS;1;1;1;1;1
ESC_FC8195AA_AS;1;1;1;1;1
ESC_FC8196AA_AS;1;1;1;1;1
ESC_FC8197AA_AS;1;1;1;1;1
ESC_FC8198AA_AS;1;1;1;1;1
ESC_FC8199AA_AS;1;1;1;1;1
ESC_FC8200AA_AS;1;1;1;1;1
ESC_FC8201AA_AS;1;1;1;1;1
ESC_FC8202AA_AS;1;1;.;1;1
ESC_FC8203AA_AS;1;1;1;1;1
ESC_FC8204AA_AS;1;1;1;1;1
ESC_FC8205AA_AS;1;1;1;1;1
ESC_FC8206AA_AS;1;1;1;1;1
ESC_FC8207AA_AS;1;1;1;1;1
ESC_FC8208AA_AS;1;1;1;1;1
ESC_FC8209AA_AS;1;1;1;1;1
ESC_FC8210AA_AS;1;1;1;1;1
ESC_FC8211AA_AS;1;1;1;1;1
ESC_FC8212AA_AS;1;1;1;1;1
ESC_FC8213AA_AS;1;1;1;1;1
ESC_FC8214AA_AS;1;1;1;1;1
ESC_FC8215AA_AS;1;1;1;1;1
ESC_FC8216AA_AS;1;1;1;1;1
ESC_FC8217AA_AS;1;1;1;1;1
ESC_FC8218AA_AS;1;1;1;1;1
ESC_FC8219AA_AS;1;1;1;1;1
ESC_FC8220AA_AS;1;1;1;1;1
ESC_FC8221AA_AS;1;1;1;1;1
ESC_FC8222AA_AS;1;1;1;1;1
ESC_FC8223AA_AS;1;1;1;1;1
ESC_FC8224AA_AS;1;1;1;1;1
ESC_FC8225AA_AS;1;1;1;1;1
ESC_FC8226AA_AS;1;1;1;1;1
ESC_FC8227AA_AS;1;1;1;1;1
ESC_FC8228AA_AS;1;1;1;1;1
ESC_FC8229AA_AS;1;1;1;1;1
ESC_FC8230AA_AS;1;1;1;1;1
ESC_FC8231AA_AS;1;1;1;1;1
ESC_FC8232AA_AS;1;1;1;1;1
ESC_FC8233AA_AS;1;1;1;1;1
ESC_FC8234AA_AS;1;1;1;1;1
ESC_FC8235AA_AS;1;1;1;1;1
ESC_FC8236AA_AS;1;1;1;1;1
ESC_FC8237AA_AS;1;1;1;1;1
ESC_FC8238AA_AS;1;1;1;1;1
ESC_FC8239AA_AS;1;1;1;1;1
ESC_FC8240AA_AS;1;1;1;1;1
ESC_FC8241AA_AS;1;1;1;1;1
ESC_FC8242AA_AS;1;1;1;1;1
ESC_FC8243AA_AS;1;1;1;1;1
ESC_FC8244AA_AS;1;1;.;1;1
ESC_FC8245AA_AS;1;1;1;1;1
ESC_FC8246AA_AS;1;1;1;1;1
ESC_FC8247AA_AS;1;1;1;1;1
ESC_FC8248AA_AS;1;1;1;1;1
ESC_FC8249AA_AS;1;1;1;1;1
ESC_FC8250AA_AS;1;1;1;1;1
ESC_FC8251AA_AS;1;1;1;1;1
ESC_FC8252AA_AS;1;1;1;1;1
ESC_FC8253AA_AS;1;1;1;1;1
ESC_FC8254AA_AS;1;1;1;1;1
ESC_FC8255AA_AS;1;1;1;1;1
ESC_FC8256AA_AS;1;1;1;1;1
ESC_FC8257AA_AS;1;1;1;1;1
ESC_FC8258AA_AS;1;1;1;1;1
ESC_FC8259AA_AS;1;1;1;1;1
ESC_FC8260AA_AS;1;1;1;1;1
ESC_FC8261AA_AS;1;1;1;1;1
ESC_FC8262AA_AS;1;1;1;1;1
ESC_FC8263AA_AS;1;1;1;1;1
ESC_FC8264AA_AS;1;1;1;1;1
ESC_FC8265AA_AS;1;1;1;1;1
ESC_FC8266AA_AS;1;1;1;1;1
ESC_FC8267AA_AS;1;1;1;1;1
ESC_FC8268AA_AS;1;1;1;1;1
ESC_FC8269AA_AS;1;1;1;1;1
ESC_FC8270AA_AS;1;1;1;1;1
ESC_FC8271AA_AS;1;1;1;1;1
ESC_FC8272AA_AS;1;1;1;1;1
ESC_FC8273AA_AS;1;1;1;1;1
ESC_FC8274AA_AS;1;1;1;1;1
ESC_FC8275AA_AS;1;1;1;1;1
ESC_FC8276AA_AS;1;1;1;1;1
ESC_FC8277AA_AS;1;1;1;1;1
ESC_FC8278AA_AS;1;1;1;1;1
ESC_FC8279AA_AS;1;1;1;1;1
ESC_FC8280AA_AS;1;1;1;1;1
ESC_FC8281AA_AS;1;1;1;1;1
ESC_FC8282AA_AS;1;1;1;1;1
ESC_FC8283AA_AS;1;1;1;1;1
ESC_FC8284AA_AS;1;1;1;1;1
ESC_FC8285AA_AS;1;1;1;1;1
ESC_FC8286AA_AS;1;1;1;1;1
ESC_FC8287AA_AS;1;1;1;1;1
ESC_FC8288AA_AS;1;1;1;1;1
ESC_FC8289AA_AS;1;1;1;1;1
ESC_FC8290AA_AS;1;1;1;1;1
ESC_FC8291AA_AS;1;1;1;1;1
ESC_FC8292AA_AS;1;1;1;1;1
ESC_FC8293AA_AS;1;1;1;1;1
ESC_FC8294AA_AS;1;1;1;1;1
ESC_FC8295AA_AS;1;1;1;1;1
ESC_FC8296AA_AS;1;1;1;1;1
ESC_FC8297AA_AS;1;1;1;1;1
ESC_FC8298AA_AS;1;1;1;1;1
ESC_FC8299AA_AS;1;1;1;1;1
ESC_FC8300AA_AS;1;1;1;1;1
ESC_FC8301AA_AS;1;1;1;1;1
ESC_FC8302AA_AS;1;1;1;1;1
ESC_FC8303AA_AS;1;1;1;1;1
ESC_FC8304AA_AS;1;1;1;1;1
ESC_FC8305AA_AS;1;1;1;1;1
ESC_FC8306AA_AS;1;1;1;1;1
ESC_FC8307AA_AS;1;1;1;1;1
ESC_FC8308AA_AS;1;1;1;1;1
ESC_FC8309AA_AS;1;1;1;1;1
ESC_FC8310AA_AS;1;1;1;1;1
ESC_FC8311AA_AS;1;1;1;1;1
ESC_FC8312AA_AS;1;1;1;1;1
ESC_FC8313AA_AS;1;1;1;1;1
ESC_FC8314AA_AS;1;1;1;1;1
ESC_FC8315AA_AS;1;1;1;1;1
ESC_FC8316AA_AS;1;1;1;1;1
ESC_FC8317AA_AS;1;1;1;1;1
ESC_FC8318AA_AS;1;1;1;1;1
ESC_FC8319AA_AS;1;1;1;1;1
ESC_FC8320AA_AS;1;1;1;1;1
ESC_FC8321AA_AS;1;1;1;1;1
ESC_FC8322AA_AS;1;1;1;1;1
ESC_FC8323AA_AS;1;1;1;1;1
ESC_FC8324AA_AS;1;1;1;1;1
ESC_FC8325AA_AS;1;1;1;1;1
ESC_FC8326AA_AS;1;1;1;1;1
ESC_FC8327AA_AS;1;1;1;1;1
ESC_FC8328AA_AS;1;1;1;1;1
ESC_FC8329AA_AS;1;1;1;1;1
ESC_FC8330AA_AS;1;1;1;1;1
ESC_FC8331AA_AS;1;1;1;1;1
ESC_FC8332AA_AS;1;1;1;1;1
ESC_FC8333AA_AS;1;1;1;1;1
ESC_FC8334AA_AS;1;1;1;1;1
ESC_FC8335AA_AS;1;1;1;1;1
ESC_FC8336AA_AS;1;1;1;1;1
ESC_FC8337AA_AS;1;1;1;1;1
ESC_FC8338AA_AS;1;1;1;1;1
ESC_FC8339AA_AS;1;1;1;1;1
ESC_FC8340AA_AS;1;1;1;1;1
ESC_FC8341AA_AS;1;1;1;1;1
ESC_FC8342AA_AS;1;1;1;1;1
ESC_FC8343AA_AS;1;1;1;1;1
ESC_FC8344AA_AS;1;1;1;1;1
ESC_FC8345AA_AS;1;1;1;1;1
ESC_FC8346AA_AS;1;1;1;1;1
ESC_FC8347AA_AS;1;1;1;1;1
ESC_FC8348AA_AS;1;1;1;1;1
ESC_FC8349AA_AS;1;1;1;1;1
ESC_FC8350AA_AS;1;1;1;1;1
ESC_FC8351AA_AS;1;1;1;1;1
ESC_FC8352AA_AS;1;1;1;1;1
ESC_FC8353AA_AS;1;1;1;1;1
ESC_FC8354AA_AS;1;1;1;1;1
ESC_FC8355AA_AS;1;1;1;1;1
ESC_FC8356AA_AS;1;1;1;1;1
ESC_FC8357AA_AS;1;1;1;1;1
ESC_FC8358AA_AS;1;1;1;1;1
ESC_FC8359AA_AS;1;1;1;1;1
ESC_FC8360AA_AS;1;1;1;1;1
ESC_FC8361AA_AS;1;1;1;1;1
ESC_FC8362AA_AS;1;1;1;1;1
ESC_FC8363AA_AS;1;1;1;1;1
ESC_FC8364AA_AS;1;1;1;1;1
ESC_FC8365AA_AS;1;1;1;1;1
ESC_FC8366AA_AS;1;1;1;1;1
ESC_FC8367AA_AS;1;1;1;1;1
ESC_FC8368AA_AS;1;1;1;1;1
ESC_FC8369AA_AS;1;1;1;1;1
ESC_FC8370AA_AS;1;1;1;1;1
ESC_FC8371AA_AS;1;1;1;1;1
ESC_FC8372AA_AS;1;1;1;1;1
ESC_FC8373AA_AS;1;1;1;1;1
ESC_FC8374AA_AS;1;1;1;1;1
ESC_FC8375AA_AS;1;1;1;1;1
ESC_FC8376AA_AS;1;1;1;1;1
ESC_FC8377AA_AS;1;1;1;1;1
ESC_FC8378AA_AS;1;1;1;1;1
ESC_FC8379AA_AS;1;1;1;1;1
ESC_FC8380AA_AS;1;1;1;1;1
ESC_FC8381AA_AS;1;1;1;1;1
ESC_FC8382AA_AS;1;1;1;1;1
ESC_FC8383AA_AS;1;1;1;1;1
ESC_FC8384AA_AS;1;1;.;1;1
ESC_FC8385AA_AS;1;1;1;1;1
ESC_FC8386AA_AS;1;1;1;1;1
ESC_FC8387AA_AS;1;1;1;1;1
ESC_FC8388AA_AS;1;1;1;1;1
ESC_FC8389AA_AS;1;1;1;1;1
ESC_FC8390AA_AS;1;1;1;1;1
ESC_FC8391AA_AS;1;1;.;1;1
ESC_FC8392AA_AS;1;1;1;1;1
ESC_FC8393AA_AS;1;1;1;1;1
ESC_FC8394AA_AS;1;1;1;1;1
ESC_FC8395AA_AS;1;1;1;1;1
ESC_FC8396AA_AS;1;1;1;1;1
ESC_FC8406AA_AS;1;1;1;1;1
ESC_FC8407AA_AS;1;1;1;1;1
ESC_FC8408AA_AS;1;1;1;1;1
ESC_FC8409AA_AS;1;1;1;1;1
ESC_FC8410AA_AS;1;1;1;1;1
ESC_FC8411AA_AS;1;1;1;1;1
ESC_FC8924AA_AS;1;1;1;1;1
ESC_FC8925AA_AS;1;1;1;1;1
ESC_FC8926AA_AS;1;1;1;1;1
ESC_FC8927AA_AS;1;1;1;1;1
ESC_FC8928AA_AS;1;1;1;1;1
ESC_FC8929AA_AS;1;1;1;1;1
ESC_FC8930AA_AS;1;1;1;1;1
ESC_FC8931AA_AS;1;1;1;1;1
ESC_FC8932AA_AS;1;1;1;1;1
ESC_FC8933AA_AS;1;1;1;1;1
ESC_FC8934AA_AS;1;1;1;1;1
ESC_FC8935AA_AS;1;1;1;1;1
ESC_FC8936AA_AS;1;1;1;1;1
ESC_FC8937AA_AS;1;1;1;1;1
ESC_FC8938AA_AS;1;1;1;1;1
ESC_FC8939AA_AS;1;1;1;1;1
ESC_FC8940AA_AS;1;1;1;1;1
ESC_FC8941AA_AS;1;1;1;1;1
ESC_FC8942AA_AS;1;1;1;1;1
ESC_FC8943AA_AS;1;1;1;1;1
ESC_FC8944AA_AS;1;1;1;1;1
ESC_FC8945AA_AS;1;1;1;1;1
ESC_FC8946AA_AS;1;1;1;1;1
ESC_FC8947AA_AS;1;1;1;1;1
ESC_FC8948AA_AS;1;1;1;1;1
ESC_FC8949AA_AS;1;1;1;1;1
ESC_FC8950AA_AS;1;1;1;1;1
ESC_FC8951AA_AS;1;1;1;1;1
ESC_FC8952AA_AS;1;1;1;1;1
ESC_FC8953AA_AS;1;1;1;1;1
ESC_FC8954AA_AS;1;1;1;1;1
ESC_FC8955AA_AS;1;1;1;1;1
ESC_FC8956AA_AS;1;1;1;1;1
ESC_FC8957AA_AS;1;1;1;1;1
ESC_FC8958AA_AS;1;1;1;1;1
ESC_FC8959AA_AS;1;1;1;1;1
ESC_FC8960AA_AS;1;1;1;1;1
ESC_FC8961AA_AS;1;1;1;1;1
ESC_FC8962AA_AS;1;1;1;1;1
ESC_FC8963AA_AS;1;1;1;1;1
ESC_FC8964AA_AS;1;1;.;1;1
ESC_FC8965AA_AS;1;1;1;1;1
ESC_FC8966AA_AS;1;1;1;1;1
ESC_FC8967AA_AS;1;1;1;1;1
ESC_FC8968AA_AS;1;1;1;1;1
ESC_FC8969AA_AS;1;1;1;1;1
ESC_FC8970AA_AS;1;1;1;1;1
ESC_FC8971AA_AS;1;1;1;1;1
ESC_FC8972AA_AS;1;1;1;1;1
ESC_FC8973AA_AS;1;1;1;1;1
ESC_FC8974AA_AS;1;1;1;1;1
ESC_FC8975AA_AS;1;1;1;1;1
ESC_FC8976AA_AS;1;1;1;1;1
ESC_FC8977AA_AS;1;1;1;1;1
ESC_FC8978AA_AS;1;1;1;1;1
ESC_FC8979AA_AS;1;1;1;1;1
ESC_FC8980AA_AS;1;1;1;1;1
ESC_FC8981AA_AS;1;1;1;1;1
ESC_FC8982AA_AS;1;1;1;1;1
ESC_FC8983AA_AS;1;1;1;1;1
ESC_FC8984AA_AS;1;1;1;1;1
ESC_FC8985AA_AS;1;1;1;1;1
ESC_FC8986AA_AS;1;1;1;1;1
ESC_FC8987AA_AS;1;1;1;1;1
ESC_FC8988AA_AS;1;1;1;1;1
ESC_FC8989AA_AS;1;1;1;1;1
ESC_FC8990AA_AS;1;1;1;1;1
ESC_FC8991AA_AS;1;1;1;1;1
ESC_FC8992AA_AS;1;1;1;1;1
ESC_FC8993AA_AS;1;1;1;1;1
ESC_FC8994AA_AS;1;1;1;1;1
ESC_FC8995AA_AS;1;1;1;1;1
ESC_FC8996AA_AS;1;1;1;1;1
